"Make","Model","Variant","Price","Displacement","Cylinders","Drivetrain","Fuel_System","Fuel_Tank_Capacity","Fuel_Type","Height","Length","Width","Doors","City_Mileage","ARAI_Certified_Mileage","Power","Torque","Type","Wheelbase"
"Renault","Lodgy","85 Ps Rxe 7 Seater","964,199","1461","4","FWD (Front Wheel Drive)","Injection","50","Diesel","1697","4498","1751","4","21.04","21.04","85","200","Manual","2810"
"Volkswagen","Vento","Trendline 1.6 (P)","876,500","1598","4","FWD (Front Wheel Drive)","Injection","55","Petrol","1467","4390","1699","5","12.1","16.09","105","153","Manual","2553"
"Volkswagen","Vento","Highline 1.6 (P)","999,900","1598","4","FWD (Front Wheel Drive)","Injection","55","Petrol","1467","4390","1699","4","","16.09","105","153","Manual","2553"
"Volkswagen","Vento","Comfortline 1.6 (P)","999,900","1598","4","FWD (Front Wheel Drive)","Injection","55","Petrol","1467","4390","1699","4","","16.09","105","153","Manual","2553"
"Volkswagen","Vento","Highline 1.2 (P) Dsg","1,197,500","1197","4","FWD (Front Wheel Drive)","Injection","55","Petrol","1467","4390","1699","4","","18.19","105","175","Automatic","2553"
"Volkswagen","Vento","Highline Plus 1.2 (P) Dsg","1,449,500","1197","4","FWD (Front Wheel Drive)","Injection","55","Petrol","1467","4390","1699","4","","18.19","105","175","Automatic","2553"
"Volkswagen","Vento","Trendline 1.5 (D)","958,500","1498","4","FWD (Front Wheel Drive)","Injection","55","Diesel","1467","4390","1699","4","","20.64","105","250","Manual","2553"
"Volkswagen","Vento","Comfortline 1.5 (D)","999,900","1498","4","FWD (Front Wheel Drive)","Injection","55","Diesel","1467","4390","1699","4","","20.64","105","250","Manual","2553"
"Volkswagen","Vento","Highline 1.5 (D)","1,210,500","1498","4","FWD (Front Wheel Drive)","Injection","55","Diesel","1467","4390","1699","4","","20.64","105","250","Manual","2553"
"Volkswagen","Vento","Highline 1.5 (D) Dsg","1,336,500","1498","4","FWD (Front Wheel Drive)","Injection","55","Diesel","1467","4390","1699","4","","21.5","105","250","Automatic","2553"
"Volkswagen","Vento","Highline Plus 1.5 (D) Dsg","1,317,500","1498","4","FWD (Front Wheel Drive)","Injection","55","Diesel","1467","4390","1699","4","","20.64","105","250","Automatic","2553"
"Volkswagen","Vento","Gt Line (D)","1,449,500","1498","4","FWD (Front Wheel Drive)","Injection","45","Diesel","1469","3971","1682","5","19","19.91","110","250","Manual","2469"
"Volkswagen","Vento","Gt Line (P) Dsg","1,317,500","1197","4","FWD (Front Wheel Drive)","Injection","45","Petrol","1469","3971","1682","5","17","17.21","105","175","Automatic","2469"
"Mahindra","E2O Plus","P4","881,425","","","RWD (Rear Wheel Drive)","Injection","","Electric","1585","3390","1575","4","80","","25.8","70","Automatic","2258"
"Mahindra","E2O Plus","P6","957,177","","","RWD (Rear Wheel Drive)","Injection","","Electric","1585","3390","1575","4","80","","25.8","70","Automatic","2258"
"Tata","Tigor Ev","Xm+","960,868","","","FWD (Front Wheel Drive)","Injection","35","Electric","1537","3992","1677","5","","","41.5","105","Automatic","2450"
"Tata","Tigor Ev","Xt+","975,868","","","FWD (Front Wheel Drive)","Injection","35","Electric","1537","3992","1677","5","","","41.5","105","Automatic","2450"
"Tata","Tigor Ev","Xe+","944,175","","","FWD (Front Wheel Drive)","Injection","35","Electric","1537","3992","1677","5","","","41.5","105","Automatic","2450"
"Honda","Brv","E Petrol","952,900","1497","4","FWD (Front Wheel Drive)","Injection","42","Petrol","1666","4453","1735","5","12","15.4","119","145","Manual","2662"
"Honda","Brv","S Petrol","1,052,900","1497","4","FWD (Front Wheel Drive)","Injection","42","Petrol","1666","4453","1735","5","12","15.4","119","145","Manual","2662"
"Honda","Brv","V Petrol","1,167,900","1497","4","FWD (Front Wheel Drive)","Injection","42","Petrol","1666","4453","1735","5","12","15.4","119","145","Manual","2662"
"Honda","Brv","Vx Petrol","1,271,900","1497","4","FWD (Front Wheel Drive)","Injection","42","Petrol","1666","4456","1735","5","12","15.4","119","145","Manual","2662"
"Honda","Brv","V Cvt Petrol","1,285,900","1497","4","FWD (Front Wheel Drive)","Injection","42","Petrol","1666","4456","1735","5","12","16","119","145","Automatic","2662"
"Honda","Brv","S Diesel","1,187,900","1498","4","FWD (Front Wheel Drive)","Injection","42","Diesel","1666","4453","1735","5","16.2","21.9","100","200","Manual","2662"
"Honda","Brv","V Diesel","1,273,900","1498","4","FWD (Front Wheel Drive)","Injection","42","Diesel","1666","4453","1735","5","16.2","21.9","100","200","Manual","2662"
"Honda","Brv","Vx Diesel","1,382,900","1498","4","FWD (Front Wheel Drive)","Injection","42","Diesel","1666","4456","1735","5","16.2","21.9","100","200","Manual","2662"
"Mahindra","Thar","Crde","959,860","2498","4","4WD","Injection","60","Diesel","1930","3920","1726","3","","13","105","247","Manual","2430"
"Mahindra","Thar","700 Special Edition","999,148","2498","4","4WD","Injection","60","Diesel","1930","3920","1726","3","","13","105","247","Manual","2430"
"Mahindra","Thar","Crde Abs","974,860","2498","4","4WD","Injection","60","Diesel","1930","3920","1726","3","","13","105","247","Manual","2430"
"Force","Gurkha","Xpedition 5 Door","999,000","2596","4","RWD (Rear Wheel Drive)","Injection","63","Diesel","2055","4342","1790","5","14","17","85","230","Manual","2750"
"Force","Gurkha","Xplorer 3 Door","1,075,000","2596","4","4WD","Injection","63","Diesel","2055","3992","1790","3","14","17","85","230","Manual","2400"
"Force","Gurkha","Xtreme","1,299,000","2149","4","AWD (All Wheel Drive)","Injection","63","Diesel","2075","3992","1820","3","","","140","321","Manual","2400"
"Force","Gurkha","Xtreme Abs","1,330,000","2149","4","AWD (All Wheel Drive)","Injection","63","Diesel","2075","3992","1820","3","","","140","321","Manual","2400"
"Force","Gurkha","Xpedition 3 Door","975,000","2596","4","RWD (Rear Wheel Drive)","Injection","63","Diesel","2055","4342","1790","5","14","17","85","230","Manual","2750"
"Force","Gurkha","Xplorer 5 Door","1,225,000","2596","4","4WD","Injection","63","Diesel","2055","3992","1790","5","14","17","85","230","Manual","2400"
"Maruti Suzuki","Xl6","Zeta Mt","984,689","1462","4","FWD (Front Wheel Drive)","Injection","45","Petrol","1700","4445","1775","5","","19.01","104","138","Manual","2740"
"Maruti Suzuki","Xl6","Alpha Mt","1,041,189","1462","4","FWD (Front Wheel Drive)","Injection","45","Petrol","1700","4445","1775","5","","19.01","104","138","Manual","2740"
"Maruti Suzuki","Xl6","Zeta At","1,094,689","1462","4","FWD (Front Wheel Drive)","Injection","45","Petrol","1700","4445","1775","5","","17.01","104","138","Automatic","2740"
"Maruti Suzuki","Xl6","Alpha At","1,151,189","1462","4","FWD (Front Wheel Drive)","Injection","45","Petrol","1700","4445","1775","5","","17.01","104","138","Automatic","2740"
"Fiat","Abarth Avventura","1.4 T-Jet","989,219","1368","4","FWD (Front Wheel Drive)","Injection","","Petrol","1542","3983","1706","5","17","17.1","143","210","Manual","2510"
"Mahindra","Tuv300 Plus","P4","992,748","2179","3","RWD (Rear Wheel Drive)","Injection","60","Diesel","1812","4400","1835","5","18.49","18.49","120","280","Manual","2680"
"Mahindra","Tuv300 Plus","P6","1,029,650","2179","3","RWD (Rear Wheel Drive)","Injection","60","Diesel","1812","4400","1835","5","18.49","18.49","120","280","Manual","2680"
"Mahindra","Tuv300 Plus","P8","1,142,157","2179","3","RWD (Rear Wheel Drive)","Injection","60","Diesel","1812","4400","1835","5","18.49","18.49","120","280","Manual","2680"
"Mahindra","Marazzo","M2 7 Str","999,900","1497","4","FWD (Front Wheel Drive)","Injection","45","Diesel","1774","4585","1866","5","","17.3","121","300","Manual","2760"
"Mahindra","Marazzo","M4 7 Str","1,156,471","1497","4","FWD (Front Wheel Drive)","Injection","45","Diesel","1774","4585","1866","5","","17.3","121","300","Manual","2760"
"Mahindra","Marazzo","M6 7 Str","1,308,592","1497","4","FWD (Front Wheel Drive)","Injection","45","Diesel","1774","4585","1866","5","","17.3","121","300","Manual","2760"
"Mahindra","Marazzo","M8 7 Str","1,468,440","1497","4","FWD (Front Wheel Drive)","Injection","45","Diesel","1774","4585","1866","5","","17.3","121","300","Manual","2760"
"Mahindra","Marazzo","M2 8 Str","999,900","1497","4","FWD (Front Wheel Drive)","Injection","45","Diesel","1774","4585","1866","5","","17.3","121","300","Manual","2760"
"Mahindra","Marazzo","M4 8 Str","1,164,569","1497","4","FWD (Front Wheel Drive)","Injection","45","Diesel","1774","4585","1866","5","","17.3","121","300","Manual","2760"
"Mahindra","Marazzo","M6 8 Str","1,316,690","1497","4","FWD (Front Wheel Drive)","Injection","45","Diesel","1774","4585","1866","5","","17.3","121","300","Manual","2760"
"Mahindra","Marazzo","M8 8 Str","1,476,538","1497","4","FWD (Front Wheel Drive)","Injection","45","Diesel","1774","4585","1866","5","","17.3","121","300","Manual","2760"
"Mahindra","Scorpio","S3 2Wd","999,994","2523","4","FWD (Front Wheel Drive)","Injection","60","Diesel","1930","4456","1820","5","11.5","15.4","75","200","Manual","2680"
"Mahindra","Scorpio","4Wd Getaway","1,236,258","2179","4","4WD","Injection","80","Diesel","1874","5118","1850","5","8.1","10.22","121","280","Manual","3040"
"Mahindra","Scorpio","2Wd Getaway","1,123,158","2179","4","RWD (Rear Wheel Drive)","Injection","80","Diesel","1874","5118","1850","5","9.4","13.5","121","280","Manual","3040"
"Mahindra","Scorpio","S5 2Wd","1,220,030","2179","4","FWD (Front Wheel Drive)","Injection","60","Diesel","1995","4456","1820","5","11.5","15.4","120","280","Manual","2680"
"Mahindra","Scorpio","S7 120 2Wd","1,330,006","2179","4","FWD (Front Wheel Drive)","Injection","60","Diesel","1995","4456","1820","5","11.5","15.4","120","280","Manual","2680"
"Mahindra","Scorpio","S7 140 2Wd","1,360,668","2179","4","FWD (Front Wheel Drive)","Injection","60","Diesel","1995","4456","1820","5","11.5","15.4","140","320","Manual","2680"
"Mahindra","Scorpio","S11 2Wd","1,540,081","2179","4","FWD (Front Wheel Drive)","Injection","60","Diesel","1995","4456","1820","5","11.5","15.4","140","320","Manual","2680"
"Mahindra","Scorpio","S11 4Wd","1,663,054","2179","4","FWD (Front Wheel Drive)","Injection","60","Diesel","1995","4456","1820","5","11.5","15.4","140","320","Manual","2680"
"Mahindra","Scorpio","S9 2Wd","1,423,710","2179","4","FWD (Front Wheel Drive)","Injection","60","Diesel","1995","4456","1820","5","11.5","15.4","140","320","Manual","2680"
"Skoda","Monte Carlo","Monte Carlo 1.5 Tdi At","1,425,599","1498","4","FWD (Front Wheel Drive)","Injection","55","Diesel","1466","4413","1699","4","18","21.72","110","250","Automatic","2552"
"Skoda","Monte Carlo","Monte Carlo 1.6 Mpi At","1,269,599","1598","4","FWD (Front Wheel Drive)","Injection","55","Petrol","1466","4413","1699","4","12","14.84","105","153","Automatic","2552"
"Skoda","Monte Carlo","Monte Carlo 1.5 Tdi Mt","1,299,599","1498","4","FWD (Front Wheel Drive)","Injection","55","Diesel","1466","4413","1699","4","18","21.13","110","250","Manual","2552"
"Skoda","Monte Carlo","Monte Carlo 1.6 Mpi Mt","1,139,599","1598","4","FWD (Front Wheel Drive)","Injection","55","Petrol","1466","4413","1699","4","12","15.41","105","153","Manual","2552"
"Mahindra","Xuv500","G At","1,610,180","2179","4","FWD (Front Wheel Drive)","Injection","70","Petrol","1785","4585","1890","5","","13.85","140","320","Automatic","2700"
"Mahindra","Xuv500","W7","1,418,313","2179","4","FWD (Front Wheel Drive)","Injection","70","Diesel","1785","4585","1890","5","16","15.1","155","330","Manual","2700"
"Mahindra","Xuv500","W7 At","1,539,488","2179","4","FWD (Front Wheel Drive)","Injection","70","Diesel","1785","4585","1890","5","16","16","155","330","Automatic","2700"
"Mahindra","Xuv500","W9","1,588,943","2179","4","FWD (Front Wheel Drive)","Injection","70","Diesel","1785","4585","1890","5","16","16","155","330","Manual","2700"
"Mahindra","Xuv500","W9 At","1,710,118","2179","4","FWD (Front Wheel Drive)","Injection","70","Diesel","1785","4585","1890","5","16","16","155","330","Automatic","2700"
"Mahindra","Xuv500","W11","1,716,319","2179","4","FWD (Front Wheel Drive)","Injection","70","Diesel","1785","4585","1890","5","16","16","155","330","Manual","2700"
"Mahindra","Xuv500","W11 At","1,837,586","2179","4","FWD (Front Wheel Drive)","Injection","70","Diesel","1785","4585","1890","5","16","16","155","330","Automatic","2700"
"Mahindra","Xuv500","W11 (O)","1,741,319","2179","4","FWD (Front Wheel Drive)","Injection","70","Diesel","1785","4585","1890","5","16","16","155","330","Manual","2700"
"Mahindra","Xuv500","W11 (O) At","1,862,586","2179","4","FWD (Front Wheel Drive)","Injection","70","Diesel","1785","4585","1890","5","16","16","155","330","Automatic","2700"
"Mahindra","Xuv500","G At","1,610,180","2179","4","FWD (Front Wheel Drive)","Injection","70","Petrol","1785","4585","1890","5","","13.85","140","320","Automatic","2700"
"Mahindra","Xuv500","W7","1,418,313","2179","4","FWD (Front Wheel Drive)","Injection","70","Diesel","1785","4585","1890","5","16","15.1","155","330","Manual","2700"
"Mahindra","Xuv500","W7 At","1,539,488","2179","4","FWD (Front Wheel Drive)","Injection","70","Diesel","1785","4585","1890","5","16","16","155","330","Automatic","2700"
"Mahindra","Xuv500","W9","1,588,943","2179","4","FWD (Front Wheel Drive)","Injection","70","Diesel","1785","4585","1890","5","16","16","155","330","Manual","2700"
"Mahindra","Xuv500","W9 At","1,710,118","2179","4","FWD (Front Wheel Drive)","Injection","70","Diesel","1785","4585","1890","5","16","16","155","330","Automatic","2700"
"Mahindra","Xuv500","W11","1,716,319","2179","4","FWD (Front Wheel Drive)","Injection","70","Diesel","1785","4585","1890","5","16","16","155","330","Manual","2700"
"Mahindra","Xuv500","W11 At","1,837,586","2179","4","FWD (Front Wheel Drive)","Injection","70","Diesel","1785","4585","1890","5","16","16","155","330","Automatic","2700"
"Mahindra","Xuv500","W11 (O)","1,741,319","2179","4","FWD (Front Wheel Drive)","Injection","70","Diesel","1785","4585","1890","5","16","16","155","330","Manual","2700"
"Mahindra","Xuv500","W11 (O) At","1,862,586","2179","4","FWD (Front Wheel Drive)","Injection","70","Diesel","1785","4585","1890","5","16","16","155","330","Automatic","2700"
"Mahindra","Xuv500","W11 (O) Awd","1,852,488","2179","4","AWD (All Wheel Drive)","Injection","70","Diesel","1785","4585","1890","5","16","16","155","330","Manual","2700"
"Mahindra","Xuv500","W11 (O) Awd At","1,973,664","2179","4","AWD (All Wheel Drive)","Injection","70","Diesel","1785","4585","1890","5","16","16","155","330","Automatic","2700"
"Mahindra","Xuv500","W3","1,230,924","2179","4","FWD (Front Wheel Drive)","Injection","70","Diesel","1785","4585","1890","5","16","16","155","360","Manual","2700"
"Mahindra","E Verito","D4","1,293,214","72","","FWD (Front Wheel Drive)","","","Electric","1540","4247","1740","4","110","","41","91","Automatic","2630"
"Mahindra","E Verito","D2","1,267,208","72","","FWD (Front Wheel Drive)","","","Electric","1540","4247","1740","4","110","","41","91","Automatic","2630"
"Mahindra","E Verito","D6","1,303,241","72","","FWD (Front Wheel Drive)","","","Electric","1540","4247","1740","4","110","","41","91","Automatic","2630"
"Tata","Hexa","Xm Plus 4X2","1,639,374","2179","4","RWD (Rear Wheel Drive)","Injection","60","Diesel","1791","4788","1903","5","14","17.6","156","400","Manual","2850"
"Tata","Hexa","Xt 4X4","1,929,417","2179","","RWD (Rear Wheel Drive)","Injection","60","Diesel","1791","4788","1903","5","14","17.6","156","320","Manual","2850"
"Tata","Hexa","Xta 4X2","1,912,593","2179","4","AWD (All Wheel Drive)","Injection","60","Diesel","1791","4788","1903","5","14","17.6","156","400","Automatic","2850"
"Tata","Hexa","Xt 4X2","1,796,458","2179","4","RWD (Rear Wheel Drive)","Injection","","Diesel","1791","4788","1903","5","14","17.6","156","400","Manual","2850"
"Tata","Hexa","Xe 4X2","1,371,864","2179","4","RWD (Rear Wheel Drive)","Injection","60","Diesel","1791","4788","1903","5","14","17.6","150","320","Manual","2850"
"Tata","Hexa","Xm 4X2","1,531,377","2179","4","RWD (Rear Wheel Drive)","Injection","60","Diesel","1791","4788","1903","5","14","17.6","156","400","Manual","2850"
"Tata","Hexa","Xma 4X2","1,655,587","2179","4","RWD (Rear Wheel Drive)","Injection","","Diesel","1791","4788","1903","5","14","17.6","156","400","Automatic","2850"
"Toyota","Innova Crysta","2.4 Gx 7 Str","1,605,000","2393","4","RWD (Rear Wheel Drive)","Injection","55","Diesel","1795","4735","1830","5","12","15.4","150","343","Manual","2750"
"Toyota","Innova Crysta","2.4 Vx 7 Str","1,927,000","2393","4","RWD (Rear Wheel Drive)","Injection","55","Diesel","1795","4735","1830","5","12","15","150","343","Manual","2750"
"Toyota","Innova Crysta","2.4 Gx 8 Str","1,610,000","2393","4","RWD (Rear Wheel Drive)","Injection","55","Diesel","1795","4735","1830","5","12","15.4","150","343","Manual","2750"
"Toyota","Innova Crysta","2.4 Vx 8 Str","1,932,000","2393","4","RWD (Rear Wheel Drive)","Injection","55","Diesel","1795","4735","1830","5","12","15.4","150","343","Manual","2750"
"Toyota","Innova Crysta","2.4 Zx 7 Str","2,113,000","2393","4","RWD (Rear Wheel Drive)","Injection","55","Diesel","1795","4735","1830","5","12","15.1","150","343","Manual","2750"
"Toyota","Innova Crysta","2.7 Gx At 8 Str","1,620,000","2694","4","RWD (Rear Wheel Drive)","Injection","55","Petrol","1795","4735","1830","5","11.2","10.83","166","245","Automatic","2750"
"Toyota","Innova Crysta","2.7 Gx At 7 Str","1,615,000","2694","4","RWD (Rear Wheel Drive)","Injection","55","Petrol","1795","4735","1830","5","11.2","10.83","166","245","Automatic","2750"
"Toyota","Innova Crysta","2.7 Zx At 7 Str","2,103,000","2393","4","RWD (Rear Wheel Drive)","Injection","55","Petrol","1795","4735","1830","5","11.2","10.75","164","245","Automatic","2750"
"Toyota","Innova Crysta","2.7 Vx 7 Str","1,807,000","2393","4","RWD (Rear Wheel Drive)","Injection","55","Petrol","1795","4735","1830","5","11.2","11.25","150","343","Manual","2750"
"Toyota","Innova Crysta","2.7 Gx Mt 7 Str","1,493,000","2755","4","RWD (Rear Wheel Drive)","Injection","55","Petrol","1795","4735","1830","5","11.2","11.25","174","360","Manual","2750"
"Toyota","Innova Crysta","2.7 Gx Mt 8 Str","1,498,000","2755","4","RWD (Rear Wheel Drive)","Injection","55","Petrol","1795","4735","1830","5","11.2","11.25","174","360","Manual","2750"
"Toyota","Innova Crysta","Touring Sport 2.4 Vx 7 Str","2,097,000","2393","4","RWD (Rear Wheel Drive)","Injection","55","Diesel","1795","4735","1830","5","12","15","150","343","Manual","2750"
"Toyota","Innova Crysta","Touring Sport 2.7 Vx 7 Str","1,892,000","2393","4","RWD (Rear Wheel Drive)","Injection","55","Petrol","1795","4735","1830","5","11.2","11.25","166","245","Manual","2750"
"Toyota","Innova Crysta","Touring Sport 2.7 Zx At 7 Str","2,171,000","2694","4","RWD (Rear Wheel Drive)","Injection","55","Petrol","1795","4735","1830","5","11.2","10.75","166","245","Automatic","2750"
"Toyota","Innova Crysta","2.4 G Plus 7 Str","1,592,000","2393","4","RWD (Rear Wheel Drive)","Injection","55","Diesel","1795","4735","1830","5","12","15.4","150","343","Manual","2750"
"Toyota","Innova Crysta","2.4 G Plus 8 Str","1,587,000","2393","4","RWD (Rear Wheel Drive)","Injection","55","Diesel","1795","4735","1830","5","12","15.1","150","343","Manual","2750"
"Jeep","Compass","1.4 Limited At","1,996,000","1368","6","FWD (Front Wheel Drive)","Injection","60","Petrol","1640","4395","1818","5","","16.3","162","250","Automatic","2636"
"Jeep","Compass","1.4 Sport","1,560,000","1368","6","FWD (Front Wheel Drive)","Injection","60","Petrol","1640","4395","1818","5","","16.3","162","250","Manual","2636"
"Jeep","Compass","1.4 Limited (O) At","2,055,000","1368","6","FWD (Front Wheel Drive)","Injection","60","Petrol","1640","4395","1818","5","","14.1","162","250","Automatic","2636"
"Jeep","Compass","2.0 Sport","1,661,000","1956","6","FWD (Front Wheel Drive)","Injection","60","Diesel","1640","4395","1818","5","","17.1","173","350","Manual","2636"
"Jeep","Compass","2.0 Longitude","1,803,000","1956","6","FWD (Front Wheel Drive)","Injection","60","Diesel","1640","4395","1818","5","","17.1","173","350","Manual","2636"
"Jeep","Compass","2.0 Longitude (O)","1,888,000","1956","6","FWD (Front Wheel Drive)","Injection","60","Diesel","1640","4395","1818","5","","17.1","173","350","Manual","2636"
"Jeep","Compass","2.0 Limited","1,973,000","1956","6","FWD (Front Wheel Drive)","Injection","60","Diesel","1640","4395","1818","5","","17.1","173","350","Manual","2636"
"Jeep","Compass","2.0 Limited (O)","2,022,000","1956","6","FWD (Front Wheel Drive)","Injection","60","Diesel","1640","4395","1818","5","","17.1","173","350","Manual","2636"
"Jeep","Compass","2.0 Limited 4X4","2,151,000","1956","6","AWD (All Wheel Drive)","Injection","60","Diesel","1640","4395","1818","5","","16.3","173","350","Manual","2636"
"Jeep","Compass","2.0 Limited (O) 4X4","2,199,000","1956","6","AWD (All Wheel Drive)","Injection","60","Diesel","1640","4395","1818","5","","16.3","173","350","Manual","2636"
"Jeep","Compass","1.4 Limited Plus At Petrol","2,167,000","1368","6","FWD (Front Wheel Drive)","Injection","60","Petrol","1640","4395","1818","5","","16.3","162","250","Automatic","2636"
"Jeep","Compass","2.0 Limited Plus 4X2 Diesel","2,133,000","1956","6","FWD (Front Wheel Drive)","Injection","60","Diesel","1640","4395","1818","5","","17.1","173","350","Manual","2636"
"Jeep","Compass","2.0 Limited Plus 4X4 Diesel","2,311,000","1956","6","AWD (All Wheel Drive)","Injection","60","Diesel","1640","4395","1818","5","","16.3","173","350","Manual","2636"
"Jeep","Compass","2.0 Sport Plus","1,699,000","1956","6","FWD (Front Wheel Drive)","Injection","60","Diesel","1640","4395","1818","5","","17.1","173","350","Manual","2636"
"Jeep","Compass","1.4 Sport Plus","1,599,000","1368","6","FWD (Front Wheel Drive)","Injection","60","Petrol","1640","4395","1818","5","","16.3","162","250","Manual","2636"
"Jeep","Compass","1.4 Longitude (O) At","1,900,000","1368","6","FWD (Front Wheel Drive)","Injection","60","Petrol","1640","4395","1818","5","","14.1","163","250","Automatic","2636"
"Jeep","Compass","1.4 Limited (O) At Petrol Black Pack","2,070,000","1368","6","FWD (Front Wheel Drive)","Injection","60","Petrol","1640","4395","1818","5","","16.3","162","250","Automatic","2636"
"Jeep","Compass","2.0 Limited (O) Black Pack","2,036,300","1956","6","FWD (Front Wheel Drive)","Injection","60","Diesel","1640","4395","1818","5","","17.1","173","350","Manual","2636"
"Jeep","Compass","2.0 Limited (O) 4X4 Black Pack","2,214,000","1956","6","AWD (All Wheel Drive)","Injection","60","Diesel","1640","4395","1818","5","","16.3","173","350","Manual","2636"
"Jeep","Compass","2.0 Limited Plus 4X4 At","2,499,000","1956","6","AWD (All Wheel Drive)","Injection","60","Diesel","1640","4395","1818","5","","17.1","173","350","Automatic","2636"
"Jeep","Compass","2.0 Longitude 4X4 At","2,196,000","1956","6","AWD (All Wheel Drive)","Injection","60","Diesel","1640","4395","1818","5","","17.1","173","350","Automatic","2636"
"Toyota","Corolla Altis","G Petrol","1,645,000","1798","4","FWD (Front Wheel Drive)","Injection","55","Petrol","1475","4620","1775","4","9.5","16.7","140","173","Manual","2700"
"Toyota","Corolla Altis","G At Petrol","1,806,000","1798","4","FWD (Front Wheel Drive)","Injection","55","Petrol","1475","4620","1775","4","9.5","16.7","140","173","Automatic","2700"
"Toyota","Corolla Altis","Gl Petrol","1,882,000","1798","4","FWD (Front Wheel Drive)","Injection","55","Petrol","1475","4620","1775","4","9.5","16.7","140","173","Manual","2700"
"Toyota","Corolla Altis","Gl Diesel","1,936,000","1364","4","FWD (Front Wheel Drive)","Injection","43","Diesel","1475","4620","1775","4","18.2","21","88.4","205","Manual","2700"
"Toyota","Corolla Altis","G Diesel","1,771,000","1364","4","FWD (Front Wheel Drive)","Injection","43","Diesel","1475","4620","1775","4","18.4","21","88.4","205","Manual","2700"
"Toyota","Corolla Altis","Vl At Petrol","2,019,000","1798","4","FWD (Front Wheel Drive)","Injection","55","Petrol","1475","4620","1775","4","9.5","16.7","140","173","Automatic","2700"
"Honda","Civic","1.8 V Cvt","1,793,900","1799","4","FWD (Front Wheel Drive)","Injection","47","Petrol","1433","4656","1799","4","","16.5","141","174","Automatic","2700"
"Honda","Civic","1.8 Vx Cvt","1,944,900","1799","4","FWD (Front Wheel Drive)","Injection","47","Petrol","1433","4656","1799","4","","16.5","141","174","Automatic","2700"
"Honda","Civic","1.8 Zx Cvt","2,124,900","1799","4","FWD (Front Wheel Drive)","Injection","47","Petrol","1433","4656","1799","4","","16.8","141","174","Automatic","2700"
"Honda","Civic","1.6 Vx Mt","2,054,900","1597","4","FWD (Front Wheel Drive)","Injection","47","Diesel","1433","4656","1799","4","","26.8","120","300","Manual","2700"
"Honda","Civic","1.6 Zx Mt","2,234,900","1597","4","FWD (Front Wheel Drive)","Injection","47","Diesel","1433","4656","1799","4","","26.8","120","300","Manual","2700"
"Mg","Zs Ev","Excite","2,088,000","","","RWD (Rear Wheel Drive)","Injection","","Electric","1644","4314","1809","5","","","142.76","353","Automatic","2585"
"Mg","Zs Ev","Exclusive","2,358,000","","","RWD (Rear Wheel Drive)","Injection","","Electric","1644","4314","1809","5","","","142.76","353","Automatic","2585"
"Kia","Carnival","Premium 7 Str","2,495,000","2199","4","FWD (Front Wheel Drive)","Injection","","Diesel","1755","5115","1985","5","","","200","440","Automatic","3060"
"Kia","Carnival","Premium 8 Str","2,515,000","2199","4","FWD (Front Wheel Drive)","Injection","","Diesel","1755","5115","1985","5","","","200","440","Automatic","3060"
"Kia","Carnival","Prestige 7 Str","2,895,000","2199","4","FWD (Front Wheel Drive)","Injection","","Diesel","1755","5115","1985","5","","","200","440","Automatic","3060"
"Kia","Carnival","Prestige 9 (6+3) Str","2,995,000","2199","4","FWD (Front Wheel Drive)","Injection","","Diesel","1755","5115","1985","5","","","200","440","Automatic","3060"
"Kia","Carnival","Limousine 7 Str","3,395,000","2199","4","FWD (Front Wheel Drive)","Injection","","Diesel","1755","5115","1985","5","","","200","440","Automatic","3060"
"Skoda","Superb","Style 1.8 Tsi Mt","2,599,599","1798","4","FWD (Front Wheel Drive)","Injection","66","Petrol","1483","4861","1864","4","10.6","14.12","180","320","Manual","2841"
"Skoda","Superb","Style 1.8 Tsi At","2,779,599","1798","4","FWD (Front Wheel Drive)","Injection","66","Petrol","1483","4861","1864","4","10.1","14.67","180","250","Automatic","2841"
"Skoda","Superb","L & K 1.8 Tsi At","3,099,599","1798","4","FWD (Front Wheel Drive)","Injection","66","Petrol","1483","4861","1864","4","11.3","13.7","180","250","Automatic","2841"
"Skoda","Superb","L & K 2.0 Tdi At","3,349,599","1968","4","FWD (Front Wheel Drive)","Injection","66","Diesel","1483","4861","1864","4","15.1","18.19","177","350","Automatic","2841"
"Skoda","Superb","Style 2.0 Tdi At","3,029,599","1968","4","FWD (Front Wheel Drive)","Injection","66","Diesel","1483","4861","1864","4","15.1","18.19","177","350","Automatic","2841"
"Skoda","Superb","Corporate Edition 1.8 Tsi At","2,599,599","1798","4","FWD (Front Wheel Drive)","Injection","66","Petrol","1483","4861","1864","4","10.1","14.67","180","250","Automatic","2841"
"Skoda","Superb","Corporate Edition 2.0 Tdi At","2,849,599","1968","4","FWD (Front Wheel Drive)","Injection","66","Diesel","1483","4861","1864","4","15.1","18.19","177","350","Automatic","2841"
"Volvo","V40","Kinetic","2,769,000","1984","5","FWD (Front Wheel Drive)","Injection","60","Diesel","1420","4369","2041","5","16.8","16.81","150","350","Automatic","2647"
"Volvo","V40","R Design","3,191,000","1984","5","FWD (Front Wheel Drive)","Injection","60","Diesel","1420","4369","2041","5","16.8","16.81","150","350","Automatic","2647"
