Make,Model,Variant,Price,Displacement,Cylinders,Drivetrain,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Doors,City_Mileage,ARAI_Certified_Mileage,Power,Torque,Type,Wheelbase
Audi,Q3,30 Tdi Premium Fwd,"36,77,200",1968,4,FWD (Front Wheel Drive),Injection,64,Diesel,1608,4388,1831,5,12,15.73,148,340,Manual,2603
Audi,Q3,35 Tdi Quattro Premium Plus,"39,92,200",1968,4,AWD (All Wheel Drive),Injection,64,Diesel,1608,4388,1831,5,12,15.73,177,380,Automatic,2603
Audi,Q3,35 Tdi Quattro Technology,"43,61,000",1968,4,AWD (All Wheel Drive),Injection,64,Diesel,1608,4388,1831,5,12,15.73,177,380,Automatic,2603
Audi,Q3,30 Tfsi Premium,"34,96,750",1395,4,FWD (Front Wheel Drive),Injection,64,Petrol,1608,4388,1831,5,12,16.9,150,250,Automatic,2603
